Ticker,Date,Open,High,Low,Close,Volume,Adj Close,Adj Volume,Adj High,Adj Low
NVDA,2018-01-02 00:00:00-05:00,4.842343105303544,4.934352488107592,4.81068451067889,4.930642127990723,355616000,4.930642127990723,355616000,4.934352488107592,4.81068451067889
NVDA,2018-01-03 00:00:00-05:00,5.048126812031786,5.285569574531592,5.039470091333158,5.2551469802856445,914704000,5.2551469802856445,914704000,5.285569574531592,5.039470091333158
NVDA,2018-01-04 00:00:00-05:00,5.336521941982556,5.39316191237501,5.260589509452212,5.2828497886657715,583268000,5.2828497886657715,583268000,5.39316191237501,5.260589509452212
NVDA,2018-01-05 00:00:00-05:00,5.2976884952001155,5.36496371035868,5.220766816361466,5.327616214752197,580124000,5.327616214752197,580124000,5.36496371035868,5.220766816361466
NVDA,2018-01-08 00:00:00-05:00,5.451285785391374,5.565060121431089,5.406270356903632,5.490859508514404,881216000,5.490859508514404,881216000,5.565060121431089,5.406270356903632
NVDA,2018-01-09 00:00:00-05:00,5.496300014645864,5.5358737325310114,5.407753785496153,5.48937463760376,497000000,5.48937463760376,497000000,5.5358737325310114,5.407753785496153
NVDA,2018-01-10 00:00:00-05:00,5.396869970788981,5.535872832764157,5.342456235479962,5.532410144805908,582664000,5.532410144805908,582664000,5.535872832764157,5.342456235479962
NVDA,2018-01-11 00:00:00-05:00,5.565058711743013,5.596470576496007,5.520785366645182,5.542304039001465,406032000,5.542304039001465,406032000,5.596470576496007,5.520785366645182
NVDA,2018-01-12 00:00:00-05:00,5.530431560061203,5.564811239323906,5.474533681251189,5.515096664428711,359916000,5.515096664428711,359916000,5.564811239323906,5.474533681251189
NVDA,2018-01-16 00:00:00-05:00,5.541563413678422,5.627141366510812,5.359524097199912,5.444112777709961,702348000,5.444112777709961,702348000,5.627141366510812,5.359524097199912
NVDA,2018-01-17 00:00:00-05:00,5.458704911023659,5.56802727269949,5.364717447781964,5.558134078979492,538408000,5.558134078979492,538408000,5.56802727269949,5.364717447781964
NVDA,2018-01-18 00:00:00-05:00,5.538841414707218,5.605622238926741,5.507677218773806,5.55120849609375,408632000,5.55120849609375,408632000,5.605622238926741,5.507677218773806
NVDA,2018-01-19 00:00:00-05:00,5.641486426254883,5.715687032271442,5.614526989102001,5.691448211669922,609380000,5.691448211669922,609380000,5.715687032271442,5.614526989102001
NVDA,2018-01-22 00:00:00-05:00,5.699363374243531,5.781726309084139,5.641734134220198,5.779994964599609,550944000,5.779994964599609,550944000,5.781726309084139,5.641734134220198
NVDA,2018-01-23 00:00:00-05:00,5.833418181135474,5.9318580670684184,5.814868267853693,5.9091033935546875,475228000,5.9091033935546875,475228000,5.9318580670684184,5.814868267853693
